,place_id,name,address,latitude,longitude,types,googleMapsUri,priceRange,place_overall_rating,userRatingCount,extract_date,author_name,user_review_rating,text,author_id,uniqueID,timestamp,state,main_category,sub_category,operating_hours_cleaned,Monday_hours,Tuesday_hours,Wednesday_hours,Thursday_hours,Friday_hours,Saturday_hours,Sunday_hours,clean_name,weak_label,is_consistent,vader_score
10740,ChIJs35OTwBJzDERWT2-1jUChss,Mell Bistro,"32, Jalan Dewan Sultan Sulaiman, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1601905,101.7000354,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=14665411666837912921,,4.4,602,2025-10-19,Tim Sya,2,"We didnt wait long for our food but our half boiled egg was just runny barely cooked one, nan cheese was thin and not cheesy at all. Better buy the plain one. Nasi goreng kampung was just nasi goreng kosong with anchovies. Food was not in par with the price. The ambience was ok but cheaper mamak cooks better.",106679158665476091838,ChIJs35OTwBJzDERWT2-1jUChss_106679158665476091838,2025-10-11 12:43:12,Kuala Lumpur,restaurant,restaurant,Monday: 8:00AM-11:30PM | Tuesday: 8:00AM-11:30PM | Wednesday: 8:00AM-11:30PM | Thursday: 8:00AM-11:30PM | Friday: 8:00AM-11:30PM | Saturday: 8:00AM-11:30PM | Sunday: 8:00AM-11:30PM,8:00AM-11:30PM,8:00AM-11:30PM,8:00AM-11:30PM,8:00AM-11:30PM,8:00AM-11:30PM,8:00AM-11:30PM,8:00AM-11:30PM,Mell Bistro,negative,False,0.8885
10753,ChIJPVGtDrxJzDERatQnLHBYARk,"Lai Foong Lala Noodles, Kuala Lumpur","99, Jalan Sultan, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1446077,101.6987433,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=1801818564725298282,2.0,3.9,2204,2025-10-19,Yuxia Yuan,1,"Can not understand why many people would come here.

1. The taste is just okay.
2. The seafood is not that fresh. Look at the picture for the Lala soup-there are so many that are completely closed. I asked for the owner. He opened one using hand and promised the seafood is fresh. However I tried the one he opened, which contains lots of sands",102331955490320768688,ChIJPVGtDrxJzDERatQnLHBYARk_102331955490320768688,2025-10-06 00:13:56,Kuala Lumpur,restaurant,restaurant,Monday: 9:00AM-11:00PM | Tuesday: 9:00AM-11:00PM | Wednesday: 9:00AM-11:00PM | Thursday: 9:00AM-11:00PM | Friday: 9:00AM-11:00PM | Saturday: 9:00AM-11:00PM | Sunday: 9:00AM-10:00PM,9:00AM-11:00PM,9:00AM-11:00PM,9:00AM-11:00PM,9:00AM-11:00PM,9:00AM-11:00PM,9:00AM-11:00PM,9:00AM-10:00PM,"Lai Foong Lala Noodles, Kuala Lumpur",negative,False,0.7869
10763,ChIJD5ydgbdNzDERVeakzTjfpk8,Dewakan Restaurant,"Level 48, Skyviews, Naza Tower @, Platinum Park, Persiaran KLCC, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1546766,101.718419,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=5739520210191574613,4.0,4.2,471,2025-10-19,Dickson Ngan,2,"As a visitor to Malaysia, I was excited to explore some of the recommended dining options and decided to try this restaurant, which was featured on the Michelin Guide 2025. Unfortunately, my experience was somewhat disappointing.

The first dish I tried was the satay, but it was served cold and seemed to have been left waiting for quite some time. This affected both the taste and the texture, and the same applied to the fried items which also lacked freshness. Another beef dish I ordered turned out to be quite tough and difficult to enjoy.

At the end of the meal, the staff encouraged us to leave a positive review by presenting a QR code. At that moment, I finally understood how the restaurant managed to achieve such a high Google rating of 4.7.

The only fortunate part was that this was not my very first meal in Malaysia. Otherwise, it might have left me with a rather poor impression. As a traveler, I still felt it was a missed opportunity to enjoy the diverse food culture Malaysia is so well known for.

That said, I look forward to trying other restaurants during my stay, and I believe there are many other excellent choices in Malaysia that visitors would not want to miss.",101125299544685108524,ChIJD5ydgbdNzDERVeakzTjfpk8_101125299544685108524,2025-08-25 02:29:11,Kuala Lumpur,restaurant,restaurant,Monday: 6:00-11:30PM | Tuesday: 6:00-11:30PM | Wednesday: 6:00-11:30PM | Thursday: 6:00-11:30PM | Friday: 6:00-11:30PM | Saturday: 6:00-11:30PM | Sunday: Closed,6:00PM-11:30PM,6:00PM-11:30PM,6:00PM-11:30PM,6:00PM-11:30PM,6:00PM-11:30PM,6:00PM-11:30PM,Closed,Dewakan Restaurant,negative,False,0.9715
10836,ChIJj1G3Qtc3zDER-HLxtyN2cHo,Canopy Lounge Rooftop Bar KL,"183, Jln Mayang, Kampung Baru, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1604538,101.7113188,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=8822681565800788728,3.0,4.7,5786,2025-10-19,Aynn KJ,2,"Sept 2025- Service was okay. Nothing to complain. The drinks were actually good. Thanks to the bartender. The ambience was okay. I was seating at the outdoor to get some breezy air. They had fans to cool you but the space wasn't that much. You gotta cramp up with other people but if you like to socialize, its for you then. They had shisha aand a tv showing cricket match and some not very nice music. Its more of a place to sit and lounge, not a bar type.",111283867276154768039,ChIJj1G3Qtc3zDER-HLxtyN2cHo_111283867276154768039,2025-10-11 19:50:38,Kuala Lumpur,restaurant,bar_nightlife,Monday: 4:00PM-3:00AM | Tuesday: 4:00PM-3:00AM | Wednesday: 4:00PM-3:00AM | Thursday: 4:00PM-3:00AM | Friday: 4:00PM-3:00AM | Saturday: 4:00PM-3:00AM | Sunday: 4:00PM-3:00AM,4:00PM-3:00AM,4:00PM-3:00AM,4:00PM-3:00AM,4:00PM-3:00AM,4:00PM-3:00AM,4:00PM-3:00AM,4:00PM-3:00AM,Canopy Lounge Rooftop Bar KL,negative,False,0.5764
10846,ChIJAXJSC9U3zDERXiPxi98uENo,Bombay Palace Restaurant,"Life Centre, 20, Jln Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1537359,101.708354,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=15713110637556081502,2.0,4.1,1336,2025-10-19,Lily Varela,1,"Tried to make a team lunch booking at Bombay Palace, but unfortunately, the staff wasn’t very friendly.
I was told it’s a fine dining restaurant and was quoted the price per person rather bluntly — not exactly the most welcoming approach!

What’s funny is, they’re doing Grab deliveries for fine dining restaurant— the staff even told me to check the Grab app or “just order and eat in my office.”
No wonder this place was totally empty during lunch hours.",100417124091674632872,ChIJAXJSC9U3zDERXiPxi98uENo_100417124091674632872,2025-10-09 05:11:06,Kuala Lumpur,restaurant,restaurant,"Monday: 12:00-2:30PM, 6:30-10:30PM | Tuesday: 12:00-2:30PM, 6:30-10:30PM | Wednesday: 12:00-2:30PM, 6:30-10:30PM | Thursday: 12:00-2:30PM, 6:30-10:30PM | Friday: 12:00-2:30PM, 6:30-10:30PM | Saturday: 12:00-2:30PM, 6:30-10:30PM | Sunday: 12:00-2:30PM, 6:30-10:30PM","12:00PM-2:30PM, 6:30PM-10:30PM","12:00PM-2:30PM, 6:30PM-10:30PM","12:00PM-2:30PM, 6:30PM-10:30PM","12:00PM-2:30PM, 6:30PM-10:30PM","12:00PM-2:30PM, 6:30PM-10:30PM","12:00PM-2:30PM, 6:30PM-10:30PM","12:00PM-2:30PM, 6:30PM-10:30PM",Bombay Palace Restaurant,negative,False,0.8759
10962,ChIJyYxXwydIzDERbtiKFT_6wxc,Suraya Seafood Restaurant,"15, Jalan Raja Muda Musa, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1619907,101.7050101,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=1712487432182225006,2.0,4.2,3382,2025-10-19,NUR HASINAH HANIS,1,"We visited this restaurant with a group of 17 people, including 2 toddlers and 4 senior citizens. The adult rats were also part of our party. Unfortunately, our experience was quite disappointing. Two of us got separated during the visit. The restaurant is spread over a two-story and a one-story building, but the ground floor lacked enough space, and they were unwilling to open the upper level to accommodate us better.

During ordering, a large group of about 30 customers arrived, and the waiter abruptly left our table to serve them, leaving us halfway through our order. The larger group was seated after about 10 minutes at upstairs. What the heck, we ask for the seat, they said not open.

This was our first time here, and honestly, we wouldn't consider coming back. We prefer to explore other restaurants with better service and space management.

Not in the mood for the food.",112954976383657203621,ChIJyYxXwydIzDERbtiKFT_6wxc_112954976383657203621,2025-09-28 14:07:46,Kuala Lumpur,restaurant,restaurant,Monday: 1:00PM-12:00AM | Tuesday: 1:00PM-12:00AM | Wednesday: 1:00PM-12:00AM | Thursday: 1:00PM-12:00AM | Friday: 1:00PM-12:00AM | Saturday: 1:00PM-12:00AM | Sunday: 1:00PM-12:00AM,1:00PM-12:00AM,1:00PM-12:00AM,1:00PM-12:00AM,1:00PM-12:00AM,1:00PM-12:00AM,1:00PM-12:00AM,1:00PM-12:00AM,Suraya Seafood Restaurant,negative,False,0.8911
10973,ChIJ5-deZWFJzDERqhqPBwyvvDs,Central Market Food Court,"M11 Mezzanie, Central Market, 73, Jalan Benteng, Kuala Lumpur City Centre, 50050 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.145333,101.6953368,"['establishment', 'food', 'point_of_interest']",https://maps.google.com/?cid=4304507810060638890,,4.2,396,2025-10-19,Tessa Bernardo,2,momo dumpling isn’t good :( food was so cold. didn’t taste like panipuri at all. the only upside for me was the food court cleaners were very attentive and nice,103571122962907859734,ChIJ5-deZWFJzDERqhqPBwyvvDs_103571122962907859734,2025-09-10 10:21:32,Kuala Lumpur,restaurant,restaurant_general,Monday: 10:00AM-10:00PM | Tuesday: 10:00AM-10:00PM | Wednesday: 10:00AM-10:00PM | Thursday: 10:00AM-10:00PM | Friday: 10:00AM-10:00PM | Saturday: 10:00AM-10:00PM | Sunday: 10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,Central Market Food Court,negative,False,0.7152
11022,ChIJg889UKM3zDERTAoDX_mh2Os,Le Mirch,"Level 4, on Rooftop, Above, Avenue K, 156, Jln Ampang, Kuala Lumpur City Centre, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1594766,101.7135149,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=16994511286295530060,,4.6,1183,2025-10-19,SiFeRa,2,"The location is great, environment provides stunning scenes of the twin towers, the staff here are great, friendly and skilful. The food here is an absolute disappointment, low quality taste which uses the same base to create a few dishes, on the flip side the cocktails and drinks were strong and nice. There were 19 of us and we spent RM5.2k for dinner and drinks.",105338876061295209940,ChIJg889UKM3zDERTAoDX_mh2Os_105338876061295209940,2025-05-25 08:36:56,Kuala Lumpur,restaurant,restaurant,Monday: 12:00PM-1:00AM | Tuesday: 12:00PM-1:00AM | Wednesday: 12:00PM-1:00AM | Thursday: 12:00PM-1:00AM | Friday: 12:00PM-1:00AM | Saturday: 12:00PM-1:00AM | Sunday: 12:00PM-1:00AM,12:00PM-1:00AM,12:00PM-1:00AM,12:00PM-1:00AM,12:00PM-1:00AM,12:00PM-1:00AM,12:00PM-1:00AM,12:00PM-1:00AM,Le Mirch,negative,False,0.9501
11035,ChIJLQEkxlM3zDERuLr-T0y_7tM,Indian Salt Restaurant,"First Floor, Plaza Berjaya, Jln Imbi, Bukit Bintang, 50400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1429002,101.7090076,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=15271353720940444344,2.0,4.8,837,2025-10-19,Paula Scalzi,1,"We went there last night and it was a very cozy little restaurant. The waiter was friendly and attentive.

We ordered 4 items total: mix veg, paneer makhani, cheese Nan and water mineral. And believe me, food was delicious!! However we didn’t realize we ended up paying for 6, they added a Tawa Chapati and Coca Cola, which we didn’t order and didn’t get.

This is a place where you go and pay on a counter so you don’t get receipt until after you pay. At the moment of paying, they asked for cash which we didn’t have and they hadn’t told us before they needed, so he had to accept the card.

You can go and give it a go, but better ask for receipt first.",110714794248332573103,ChIJLQEkxlM3zDERuLr-T0y_7tM_110714794248332573103,2025-09-21 02:17:57,Kuala Lumpur,restaurant,restaurant,Monday: 1:00PM-1:00AM | Tuesday: 1:00PM-1:00AM | Wednesday: 1:00PM-1:00AM | Thursday: 1:00PM-1:00AM | Friday: 1:00PM-1:00AM | Saturday: 1:00PM-1:00AM | Sunday: 1:00PM-1:00AM,1:00PM-1:00AM,1:00PM-1:00AM,1:00PM-1:00AM,1:00PM-1:00AM,1:00PM-1:00AM,1:00PM-1:00AM,1:00PM-1:00AM,Indian Salt Restaurant,negative,False,0.8513
11048,ChIJZRTczgU4zDERbf8NJsUDxAo,Bintang Tujuh Mamak,"Plaza Prima Setapak, Jalan Prima Setapak, Taman Setapak Indah Jaya, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.198451,101.7134934,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=775749181096460141,1.0,3.6,342,2025-10-19,Constance Wong,1,"Indomie tasteless and they offer a piece of plastic in my noodle, but I’m allergic to plastic! I though I got covid but my friend said no taste too so ya 🙂Maggie kari like  plain water but red in color, drinks are just sugar water and still tasteless
Rather go starving than eating here",100555510081968575982,ChIJZRTczgU4zDERbf8NJsUDxAo_100555510081968575982,2022-04-21 17:32:06,Kuala Lumpur,restaurant,restaurant,Monday: 24 Hours | Tuesday: 24 Hours | Wednesday: 24 Hours | Thursday: 24 Hours | Friday: 24 Hours | Saturday: 24 Hours | Sunday: 24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,Bintang Tujuh Mamak,negative,False,0.542
11092,ChIJXTlxKys2zDERpbkAcBpAmLE,Helipad Kuala Lumpur,"34 Menara KH, Jln Sultan Ismail, Bukit Bintang, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1511919,101.7098985,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=12797048823465687461,3.0,4.1,4277,2025-10-19,Katia Cruz,1,"We chose Helipad to celebrate our anniversary, expecting a special evening with a great view and atmosphere. While the location is undeniably nice and the servers were friendly and attentive, our experience was unfortunately ruined by the manager’s attitude.

We made a reservation in advance and specifically requested a sofa table by the edge to enjoy the view. The reservation was confirmed, but when we arrived, the manager led us to a small table in the center with no view. When I reminded him of our request, he dismissed it coldly, saying that couples weren’t allowed to sit by the edge. His tone and demeanor were condescending—he made us feel like we didn’t matter and that he was doing us a favor by seating us at all.

The worst part? We could clearly see another couple seated in the sofa area, along with several other small groups of just 3–4 people. So the explanation we were given didn’t hold up, and it felt like we were being singled out unfairly.

We stayed briefly only because the entrance fee included two drinks, but left as soon as we could. The DJ didn’t help the mood either.

Overall, it was a very disappointing experience. There are plenty of other rooftop venues in KL that offer stunning views and treat guests with respect. I strongly recommend exploring those instead. Helipad is not worth your time or money.",109385817705355217870,ChIJXTlxKys2zDERpbkAcBpAmLE_109385817705355217870,2025-08-25 03:22:32,Kuala Lumpur,restaurant,bar_nightlife,Monday: 5:00PM-1:00AM | Tuesday: 5:00PM-1:00AM | Wednesday: 5:00PM-1:00AM | Thursday: 5:00PM-1:00AM | Friday: 5:00PM-2:00AM | Saturday: 5:00PM-2:00AM | Sunday: 5:00PM-1:00AM,5:00PM-1:00AM,5:00PM-1:00AM,5:00PM-1:00AM,5:00PM-1:00AM,5:00PM-2:00AM,5:00PM-2:00AM,5:00PM-1:00AM,Helipad Kuala Lumpur,negative,False,0.9753
11098,ChIJS1HW7NBJzDERkpjcFYapZ7U,Famous Fried Rice (Ray Power Corner),"No 868, 5, Jalan Sultan, Township, 50000 City, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1441638,101.6985736,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=13071602836823644306,,4.8,556,2025-10-19,Kat Williams,2,"Super friendly and accommodating staff. Food came out fast and was hot when served.
I ordered the fried kuew teow seafood, a noodle dish with shellfish. All the shellfish was overcooked, almost like it had all been boiled for a long time, so the texture was rubbery and the dish was flavourless except for the chilis sprinkled on top. One of the worst meals I had in Malaysia.",117809512167780597418,ChIJS1HW7NBJzDERkpjcFYapZ7U_117809512167780597418,2025-04-27 01:37:56,Kuala Lumpur,restaurant,restaurant,Monday: 2:00PM-12:00AM | Tuesday: 2:00PM-12:00AM | Wednesday: 2:00PM-12:00AM | Thursday: 2:00PM-12:00AM | Friday: 2:00PM-12:00AM | Saturday: 2:00PM-12:00AM | Sunday: 2:00PM-12:00AM,2:00PM-12:00AM,2:00PM-12:00AM,2:00PM-12:00AM,2:00PM-12:00AM,2:00PM-12:00AM,2:00PM-12:00AM,2:00PM-12:00AM,Famous Fried Rice Ray Power Corner,negative,False,0.719
11106,ChIJD5atru1JzDERBQr9NsYMebY,Fly Me To @ Kuala Lumpur,"37th Floor, Block, A, Regalia Residence, 2, Jln Sultan Ismail, Chow Kit, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1640443,101.6925201,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=13148554632550484485,,3.6,773,2025-10-19,Joanne Looi,2,"If the restaurant is located in a different building with similar view, it would do them a great favour. The whole regalia building is poorly maintained. The lift sucks, smelled like wet smelly carpet coz it is the same lift to the pool. The moment we stepped out to make our way to the restaurant, it smelled as if we're in a mamak. Imagine dressing fancy but got welcomed by such smell.

Food wise, ok ok but not worth the price. My risotto with scallop - funny. 2 scallops cut into half, with wild rice. That costed rm52. Wahlau. Matcha ice rm22. Fuhhh.

I guess you're paying for the nice KL skyline. No doubt if you go there to catch the sunset, you get the best of both worlds of KL skyline. You can get nice instagrammable pictures if that is the main purpose.

It was hot when I was there in the evening - not much air cond.",112028887296318452633,ChIJD5atru1JzDERBQr9NsYMebY_112028887296318452633,2025-09-23 14:59:55,Kuala Lumpur,restaurant,restaurant,Monday: 12:00-11:00PM | Tuesday: 12:00-11:00PM | Wednesday: 12:00-11:00PM | Thursday: 12:00-11:00PM | Friday: 12:00-11:00PM | Saturday: 12:00-11:00PM | Sunday: 12:00-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,Fly Me To Kuala Lumpur,negative,False,0.9866
11108,ChIJD5atru1JzDERBQr9NsYMebY,Fly Me To @ Kuala Lumpur,"37th Floor, Block, A, Regalia Residence, 2, Jln Sultan Ismail, Chow Kit, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1640443,101.6925201,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=13148554632550484485,,3.6,773,2025-10-19,sssheeraaa chan,1,"prices are unjustified with the quality. (considering to make complaint to KPDNKK honestly). went there at around 3pm and was told the kitchen was closed. hence, we were only able to order some of the i assumed- ready to eat meals. the pizza (rm42) is like those you get in 7-eleven mart, with the thick, hard crust. you can actually count how little pepperoni pieces slapped on the pizza. the was little to no sauce on the pizza too, just cheese. dont get me started on the picnic basket (rm68), which they basically deep fried everything n called it a day. the salad is not fresh either, you can see the leaves are wilted. the whole thing felt like a school canteen meal served at an atas place.",113989896931860449967,ChIJD5atru1JzDERBQr9NsYMebY_113989896931860449967,2025-09-04 13:26:26,Kuala Lumpur,restaurant,restaurant,Monday: 12:00-11:00PM | Tuesday: 12:00-11:00PM | Wednesday: 12:00-11:00PM | Thursday: 12:00-11:00PM | Friday: 12:00-11:00PM | Saturday: 12:00-11:00PM | Sunday: 12:00-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,Fly Me To Kuala Lumpur,negative,False,0.6145
11214,ChIJj2ATbkNJzDERLKwnTbOicXg,Cafe Bistrot David,"135, Jln Aminuddin Baki, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1531253,101.621667,"['bar', 'cafe', 'establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=8678896847896947756,,4.4,801,2025-10-19,Yeong,2,"Used to hear good things about this place long time ago. Never tried, was my first time here. 75 for a reuben sandwich, I had expected better. In fact, I've tasted better reuben at a more reasonable price at a nearby cafe in this area. The one here had plenty of beef slices but they were dry, rough and under-seasoned. Cheese had hardened by the time the dish was served and sauerkraut was stucked to it. Side chips was slightly soggy ☹️ Struggled and could not finish. Fish pie was very fishy.  High prices but underwhelming food. Many wait staff around, they were attentive, well-dressed and professional and it was nice they consistently refilled our water. The amenities in the ladies toilet was a nice touch. There were 3 birthday celebrations when we were here. It was loud and quite hard to have uninterrupted conversation. Maybe I'll just stick with good old Dave's Deli at least it's consistently good there.",106390557683370465151,ChIJj2ATbkNJzDERLKwnTbOicXg_106390557683370465151,2025-06-01 09:05:27,Kuala Lumpur,restaurant,cafe_bakery,"Monday: 12:00-4:00PM, 6:00-10:00PM | Tuesday: Closed | Wednesday: 12:00-4:00PM, 6:00-10:00PM | Thursday: 12:00-4:00PM, 6:00-10:00PM | Friday: 12:00-4:00PM, 6:00-10:00PM | Saturday: 12:00-4:00PM, 6:00-10:00PM | Sunday: 12:00-4:00PM, 6:00-10:00PM","12:00PM-4:00PM, 6:00PM-10:00PM",Closed,"12:00PM-4:00PM, 6:00PM-10:00PM","12:00PM-4:00PM, 6:00PM-10:00PM","12:00PM-4:00PM, 6:00PM-10:00PM","12:00PM-4:00PM, 6:00PM-10:00PM","12:00PM-4:00PM, 6:00PM-10:00PM",Cafe Bistrot David,negative,False,0.9206
11254,ChIJ-YQwsxRJzDERnWSfmzy5K5I,Chez Gaston by Rendez-vous,"12G, Jalan Bangsar Utama 9, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1289357,101.6778231,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=10532715823496127645,2.0,4.4,530,2025-10-19,Joanne Lim,2,"Firstly this location is quite hidden and finding a parking bay is a challenge. The surrounding area is slightly quiet and walking by the roadside may be dangerous. It is not a happening area but it is a middle cost apartment area. Back into the restaurant, the place is not air conditioned, just fan. Food wise average rating. Some of the dishes are too salty especially the onion soup. Service was good. Attentive waiters. Toilet was malfunctioned. The ladies toilet is not able to be flushed. Overall, pov: i will not return again.",111108288126400328634,ChIJ-YQwsxRJzDERnWSfmzy5K5I_111108288126400328634,2025-09-14 13:36:01,Kuala Lumpur,restaurant,restaurant,"Monday: Closed | Tuesday: 12:00-3:00PM, 6:00-11:00PM | Wednesday: 12:00-3:00PM, 6:00-11:00PM | Thursday: 12:00-3:00PM, 6:00-11:00PM | Friday: 12:00-3:00PM, 6:00-11:00PM | Saturday: 12:00-3:00PM, 6:00-11:00PM | Sunday: 12:00-3:00PM, 6:00-11:00PM",Closed,"12:00PM-3:00PM, 6:00PM-11:00PM","12:00PM-3:00PM, 6:00PM-11:00PM","12:00PM-3:00PM, 6:00PM-11:00PM","12:00PM-3:00PM, 6:00PM-11:00PM","12:00PM-3:00PM, 6:00PM-11:00PM","12:00PM-3:00PM, 6:00PM-11:00PM",Chez Gaston by Rendez-vous,negative,False,0.8765
11282,ChIJQ0CbR_BIzDER0Dl_zijJ9Pk,The H Hartamas,"14, Jalan Sri Hartamas, Jalan 28/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1636048,101.6513233,"['establishment', 'food', 'point_of_interest']",https://maps.google.com/?cid=18011241986861775312,2.0,4.0,1670,2025-10-19,Damak DamakMy,2,"Despite clear signage indicating this is a no-smoking area, some individuals continue to smoke, disregarding the warnings. We kindly ask everyone to respect the no-smoking policy to ensure a healthy and comfortable environment for all. Food prices are quite expensive.",111719761962850732123,ChIJQ0CbR_BIzDER0Dl_zijJ9Pk_111719761962850732123,2024-10-06 18:40:36,Kuala Lumpur,restaurant,restaurant_general,Monday: 11:00AM-2:00AM | Tuesday: 11:00AM-2:00AM | Wednesday: 11:00AM-2:00AM | Thursday: 11:00AM-2:00AM | Friday: 11:00AM-2:00AM | Saturday: 11:00AM-2:00AM | Sunday: 11:00AM-2:00AM,11:00AM-2:00AM,11:00AM-2:00AM,11:00AM-2:00AM,11:00AM-2:00AM,11:00AM-2:00AM,11:00AM-2:00AM,11:00AM-2:00AM,The H Hartamas,negative,False,0.863
11433,ChIJhVkpwik2zDERxSROHrFNFyw,Wong Ah Wah Restaurant | Jalan Alor,"1, äºšç½—è¡—, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1449492,101.7079835,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=3177093485246162117,2.0,3.3,4218,2025-10-19,Priyanga CrewForShoots,2,"The food tastes average, nothing fancy. Most of the grilled fish’s are tasteless. Staff is very hectic but helpful. This is a very busy restaurant among tourists. Decent time taken to serve the food but not all at once. Some came at the end. The fresh drinks are a waste. Better to drink some soda. Outside seating area is very hot. No fans. Try the noodles and fried rice. One two things we found tasty. 😋",106294401652327380499,ChIJhVkpwik2zDERxSROHrFNFyw_106294401652327380499,2025-07-20 13:25:34,Kuala Lumpur,restaurant,restaurant,Monday: Closed | Tuesday: 4:00PM-2:00AM | Wednesday: 4:00PM-2:00AM | Thursday: 4:00PM-2:00AM | Friday: 4:00PM-2:00AM | Saturday: 4:00PM-2:00AM | Sunday: 4:00PM-2:00AM,Closed,4:00PM-2:00AM,4:00PM-2:00AM,4:00PM-2:00AM,4:00PM-2:00AM,4:00PM-2:00AM,4:00PM-2:00AM,Wong Ah Wah Restaurant  Jalan Alor,negative,False,0.6096
